# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2021-06-29
#
# GRDC-No.:              6348400
# River:                 PO, FIUME
# Station:               PIACENZA
# Country:               IT
# Latitude (DD):       45.016666
# Longitude (DD):      9.666667
# Catchment area (km²):      42030.0
# Altitude (m ASL):        42.0
# Next downstream station:      6348500
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1980-01 - 1985-12
# No. of years:          6
# Last update:           2018-05-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 2192
# DATA
YYYY-MM-DD;hh:mm; Value
1980-01-01;--:--;    892.000
1980-01-02;--:--;    841.000
1980-01-03;--:--;    796.000
1980-01-04;--:--;    777.000
1980-01-05;--:--;    762.000
1980-01-06;--:--;    760.000
1980-01-07;--:--;    736.000
1980-01-08;--:--;    713.000
1980-01-09;--:--;    717.000
1980-01-10;--:--;    717.000
1980-01-11;--:--;    682.000
1980-01-12;--:--;    682.000
1980-01-13;--:--;    696.000
1980-01-14;--:--;    669.000
1980-01-15;--:--;    677.000
1980-01-16;--:--;    708.000
1980-01-17;--:--;    834.000
1980-01-18;--:--;    947.000
1980-01-19;--:--;   1030.000
1980-01-20;--:--;   1100.000
1980-01-21;--:--;    923.000
1980-01-22;--:--;    876.000
1980-01-23;--:--;   1030.000
1980-01-24;--:--;   1090.000
1980-01-25;--:--;   1210.000
1980-01-26;--:--;   1140.000
1980-01-27;--:--;   1060.000
1980-01-28;--:--;    978.000
1980-01-29;--:--;    915.000
1980-01-30;--:--;    885.000
1980-01-31;--:--;    871.000
1980-02-01;--:--;   1520.000
1980-02-02;--:--;   1620.000
1980-02-03;--:--;   1170.000
1980-02-04;--:--;   1040.000
1980-02-05;--:--;    994.000
1980-02-06;--:--;   1050.000
1980-02-07;--:--;   1220.000
1980-02-08;--:--;   1190.000
1980-02-09;--:--;   1100.000
1980-02-10;--:--;   1040.000
1980-02-11;--:--;    965.000
1980-02-12;--:--;    892.000
1980-02-13;--:--;    938.000
1980-02-14;--:--;    949.000
1980-02-15;--:--;    947.000
1980-02-16;--:--;    926.000
1980-02-17;--:--;    896.000
1980-02-18;--:--;    854.000
1980-02-19;--:--;    838.000
1980-02-20;--:--;    851.000
1980-02-21;--:--;    841.000
1980-02-22;--:--;    816.000
1980-02-23;--:--;    796.000
1980-02-24;--:--;    782.000
1980-02-25;--:--;    750.000
1980-02-26;--:--;    740.000
1980-02-27;--:--;    736.000
1980-02-28;--:--;    746.000
1980-02-29;--:--;    750.000
1980-03-01;--:--;    750.000
1980-03-02;--:--;    750.000
1980-03-03;--:--;    753.000
1980-03-04;--:--;    753.000
1980-03-05;--:--;    738.000
1980-03-06;--:--;    748.000
1980-03-07;--:--;    738.000
1980-03-08;--:--;    738.000
1980-03-09;--:--;    732.000
1980-03-10;--:--;    698.000
1980-03-11;--:--;    689.000
1980-03-12;--:--;    769.000
1980-03-13;--:--;    780.000
1980-03-14;--:--;    984.000
1980-03-15;--:--;   2430.000
1980-03-16;--:--;   2530.000
1980-03-17;--:--;   1910.000
1980-03-18;--:--;   1530.000
1980-03-19;--:--;   1410.000
1980-03-20;--:--;   1340.000
1980-03-21;--:--;   1640.000
1980-03-22;--:--;   1790.000
1980-03-23;--:--;   1870.000
1980-03-24;--:--;   2880.000
1980-03-25;--:--;   1960.000
1980-03-26;--:--;   1800.000
1980-03-27;--:--;   1950.000
1980-03-28;--:--;   1790.000
1980-03-29;--:--;   1630.000
1980-03-30;--:--;   1570.000
1980-03-31;--:--;   1490.000
1980-04-01;--:--;   1370.000
1980-04-02;--:--;   1350.000
1980-04-03;--:--;   1320.000
1980-04-04;--:--;   1330.000
1980-04-05;--:--;   1160.000
1980-04-06;--:--;   1110.000
1980-04-07;--:--;    936.000
1980-04-08;--:--;    854.000
1980-04-09;--:--;    750.000
1980-04-10;--:--;    705.000
1980-04-11;--:--;    677.000
1980-04-12;--:--;    651.000
1980-04-13;--:--;    601.000
1980-04-14;--:--;    562.000
1980-04-15;--:--;    555.000
1980-04-16;--:--;    546.000
1980-04-17;--:--;    546.000
1980-04-18;--:--;    542.000
1980-04-19;--:--;    542.000
1980-04-20;--:--;    538.000
1980-04-21;--:--;    557.000
1980-04-22;--:--;    570.000
1980-04-23;--:--;    555.000
1980-04-24;--:--;    526.000
1980-04-25;--:--;    512.000
1980-04-26;--:--;    501.000
1980-04-27;--:--;    505.000
1980-04-28;--:--;    510.000
1980-04-29;--:--;    517.000
1980-04-30;--:--;    514.000
1980-05-01;--:--;    521.000
1980-05-02;--:--;    534.000
1980-05-03;--:--;    542.000
1980-05-04;--:--;    547.000
1980-05-05;--:--;    597.000
1980-05-06;--:--;    743.000
1980-05-07;--:--;    938.000
1980-05-08;--:--;    975.000
1980-05-09;--:--;    991.000
1980-05-10;--:--;   1290.000
1980-05-11;--:--;   1120.000
1980-05-12;--:--;    988.000
1980-05-13;--:--;    915.000
1980-05-14;--:--;    941.000
1980-05-15;--:--;   1040.000
1980-05-16;--:--;   1340.000
1980-05-17;--:--;   1450.000
1980-05-18;--:--;   1320.000
1980-05-19;--:--;   1170.000
1980-05-20;--:--;   1100.000
1980-05-21;--:--;   1250.000
1980-05-22;--:--;    975.000
1980-05-23;--:--;    959.000
1980-05-24;--:--;    991.000
1980-05-25;--:--;   1190.000
1980-05-26;--:--;   1130.000
1980-05-27;--:--;   1130.000
1980-05-28;--:--;   1340.000
1980-05-29;--:--;   1670.000
1980-05-30;--:--;   2220.000
1980-05-31;--:--;   2610.000
1980-06-01;--:--;   2170.000
1980-06-02;--:--;   1800.000
1980-06-03;--:--;   1520.000
1980-06-04;--:--;   1370.000
1980-06-05;--:--;   1180.000
1980-06-06;--:--;   1140.000
1980-06-07;--:--;   1150.000
1980-06-08;--:--;   1310.000
1980-06-09;--:--;   1320.000
1980-06-10;--:--;   3290.000
1980-06-11;--:--;   3620.000
1980-06-12;--:--;   3160.000
1980-06-13;--:--;   2600.000
1980-06-14;--:--;   2360.000
1980-06-15;--:--;   2200.000
1980-06-16;--:--;   2170.000
1980-06-17;--:--;   2140.000
1980-06-18;--:--;   2010.000
1980-06-19;--:--;   2060.000
1980-06-20;--:--;   1880.000
1980-06-21;--:--;   1600.000
1980-06-22;--:--;   1560.000
1980-06-23;--:--;   1580.000
1980-06-24;--:--;   1620.000
1980-06-25;--:--;   1700.000
1980-06-26;--:--;   1590.000
1980-06-27;--:--;   1560.000
1980-06-28;--:--;   1490.000
1980-06-29;--:--;   1320.000
1980-06-30;--:--;   1160.000
1980-07-01;--:--;   1050.000
1980-07-02;--:--;    918.000
1980-07-03;--:--;    861.000
1980-07-04;--:--;    834.000
1980-07-05;--:--;    731.000
1980-07-06;--:--;    649.000
1980-07-07;--:--;    583.000
1980-07-08;--:--;    599.000
1980-07-09;--:--;    682.000
1980-07-10;--:--;   1340.000
1980-07-11;--:--;   1560.000
1980-07-12;--:--;   1410.000
1980-07-13;--:--;   1230.000
1980-07-14;--:--;   1070.000
1980-07-15;--:--;    972.000
1980-07-16;--:--;    920.000
1980-07-17;--:--;   1000.000
1980-07-18;--:--;   1030.000
1980-07-19;--:--;    975.000
1980-07-20;--:--;    892.000
1980-07-21;--:--;    787.000
1980-07-22;--:--;    824.000
1980-07-23;--:--;    838.000
1980-07-24;--:--;    750.000
1980-07-25;--:--;    671.000
1980-07-26;--:--;    651.000
1980-07-27;--:--;    617.000
1980-07-28;--:--;    597.000
1980-07-29;--:--;    589.000
1980-07-30;--:--;    577.000
1980-07-31;--:--;    579.000
1980-08-01;--:--;    572.000
1980-08-02;--:--;    546.000
1980-08-03;--:--;    538.000
1980-08-04;--:--;    529.000
1980-08-05;--:--;    529.000
1980-08-06;--:--;    533.000
1980-08-07;--:--;    526.000
1980-08-08;--:--;    500.000
1980-08-09;--:--;    595.000
1980-08-10;--:--;    785.000
1980-08-11;--:--;    760.000
1980-08-12;--:--;    691.000
1980-08-13;--:--;    630.000
1980-08-14;--:--;    555.000
1980-08-15;--:--;    519.000
1980-08-16;--:--;    526.000
1980-08-17;--:--;    780.000
1980-08-18;--:--;   1250.000
1980-08-19;--:--;   1030.000
1980-08-20;--:--;    905.000
1980-08-21;--:--;    826.000
1980-08-22;--:--;    729.000
1980-08-23;--:--;    638.000
1980-08-24;--:--;    609.000
1980-08-25;--:--;    566.000
1980-08-26;--:--;    549.000
1980-08-27;--:--;    524.000
1980-08-28;--:--;    549.000
1980-08-29;--:--;    978.000
1980-08-30;--:--;   1380.000
1980-08-31;--:--;   1040.000
1980-09-01;--:--;    933.000
1980-09-02;--:--;    831.000
1980-09-03;--:--;    770.000
1980-09-04;--:--;    722.000
1980-09-05;--:--;    685.000
1980-09-06;--:--;    671.000
1980-09-07;--:--;    664.000
1980-09-08;--:--;    664.000
1980-09-09;--:--;    634.000
1980-09-10;--:--;    647.000
1980-09-11;--:--;    701.000
1980-09-12;--:--;    685.000
1980-09-13;--:--;    649.000
1980-09-14;--:--;    615.000
1980-09-15;--:--;    591.000
1980-09-16;--:--;    589.000
1980-09-17;--:--;    585.000
1980-09-18;--:--;    574.000
1980-09-19;--:--;    568.000
1980-09-20;--:--;    581.000
1980-09-21;--:--;    572.000
1980-09-22;--:--;    562.000
1980-09-23;--:--;    583.000
1980-09-24;--:--;    743.000
1980-09-25;--:--;    699.000
1980-09-26;--:--;    647.000
1980-09-27;--:--;    624.000
1980-09-28;--:--;    601.000
1980-09-29;--:--;    583.000
1980-09-30;--:--;    581.000
1980-10-01;--:--;    585.000
1980-10-02;--:--;    587.000
1980-10-03;--:--;    581.000
1980-10-04;--:--;    572.000
1980-10-05;--:--;    566.000
1980-10-06;--:--;    553.000
1980-10-07;--:--;    570.000
1980-10-08;--:--;    572.000
1980-10-09;--:--;    574.000
1980-10-10;--:--;    593.000
1980-10-11;--:--;    581.000
1980-10-12;--:--;    599.000
1980-10-13;--:--;    591.000
1980-10-14;--:--;    587.000
1980-10-15;--:--;    553.000
1980-10-16;--:--;    623.000
1980-10-17;--:--;   1360.000
1980-10-18;--:--;   2340.000
1980-10-19;--:--;   2250.000
1980-10-20;--:--;   1850.000
1980-10-21;--:--;   1400.000
1980-10-22;--:--;   1150.000
1980-10-23;--:--;    986.000
1980-10-24;--:--;    863.000
1980-10-25;--:--;    746.000
1980-10-26;--:--;   2250.000
1980-10-27;--:--;   1560.000
1980-10-28;--:--;   1080.000
1980-10-29;--:--;    935.000
1980-10-30;--:--;    828.000
1980-10-31;--:--;    767.000
1980-11-01;--:--;    734.000
1980-11-02;--:--;    705.000
1980-11-03;--:--;    660.000
1980-11-04;--:--;    647.000
1980-11-05;--:--;    669.000
1980-11-06;--:--;    758.000
1980-11-07;--:--;    803.000
1980-11-08;--:--;    814.000
1980-11-09;--:--;    794.000
1980-11-10;--:--;    868.000
1980-11-11;--:--;    905.000
1980-11-12;--:--;    804.000
1980-11-13;--:--;    809.000
1980-11-14;--:--;    782.000
1980-11-15;--:--;    748.000
1980-11-16;--:--;    701.000
1980-11-17;--:--;    669.000
1980-11-18;--:--;    655.000
1980-11-19;--:--;    682.000
1980-11-20;--:--;    680.000
1980-11-21;--:--;    657.000
1980-11-22;--:--;    644.000
1980-11-23;--:--;    626.000
1980-11-24;--:--;    601.000
1980-11-25;--:--;    593.000
1980-11-26;--:--;    595.000
1980-11-27;--:--;    680.000
1980-11-28;--:--;   1010.000
1980-11-29;--:--;   1130.000
1980-11-30;--:--;   1090.000
1980-12-01;--:--;    760.000
1980-12-02;--:--;    671.000
1980-12-03;--:--;    651.000
1980-12-04;--:--;    638.000
1980-12-05;--:--;    618.000
1980-12-06;--:--;    591.000
1980-12-07;--:--;    583.000
1980-12-08;--:--;    558.000
1980-12-09;--:--;    544.000
1980-12-10;--:--;    533.000
1980-12-11;--:--;    534.000
1980-12-12;--:--;    538.000
1980-12-13;--:--;    540.000
1980-12-14;--:--;    536.000
1980-12-15;--:--;    536.000
1980-12-16;--:--;    636.000
1980-12-17;--:--;    640.000
1980-12-18;--:--;    597.000
1980-12-19;--:--;    585.000
1980-12-20;--:--;    574.000
1980-12-21;--:--;    553.000
1980-12-22;--:--;    538.000
1980-12-23;--:--;    527.000
1980-12-24;--:--;    519.000
1980-12-25;--:--;    522.000
1980-12-26;--:--;    508.000
1980-12-27;--:--;    500.000
1980-12-28;--:--;    483.000
1980-12-29;--:--;    480.000
1980-12-30;--:--;    478.000
1980-12-31;--:--;    472.000
1981-01-01;--:--;    472.000
1981-01-02;--:--;    469.000
1981-01-03;--:--;    465.000
1981-01-04;--:--;    465.000
1981-01-05;--:--;    465.000
1981-01-06;--:--;    462.000
1981-01-07;--:--;    465.000
1981-01-08;--:--;    459.000
1981-01-09;--:--;    462.000
1981-01-10;--:--;    456.000
1981-01-11;--:--;    453.000
1981-01-12;--:--;    453.000
1981-01-13;--:--;    450.000
1981-01-14;--:--;    456.000
1981-01-15;--:--;    465.000
1981-01-16;--:--;    465.000
1981-01-17;--:--;    465.000
1981-01-18;--:--;    462.000
1981-01-19;--:--;    453.000
1981-01-20;--:--;    444.000
1981-01-21;--:--;    447.000
1981-01-22;--:--;    459.000
1981-01-23;--:--;    447.000
1981-01-24;--:--;    447.000
1981-01-25;--:--;    438.000
1981-01-26;--:--;    435.000
1981-01-27;--:--;    435.000
1981-01-28;--:--;    426.000
1981-01-29;--:--;    432.000
1981-01-30;--:--;    432.000
1981-01-31;--:--;    435.000
1981-02-01;--:--;    432.000
1981-02-02;--:--;    423.000
1981-02-03;--:--;    420.000
1981-02-04;--:--;    423.000
1981-02-05;--:--;    429.000
1981-02-06;--:--;    429.000
1981-02-07;--:--;    432.000
1981-02-08;--:--;    423.000
1981-02-09;--:--;    417.000
1981-02-10;--:--;    426.000
1981-02-11;--:--;    432.000
1981-02-12;--:--;    432.000
1981-02-13;--:--;    432.000
1981-02-14;--:--;    435.000
1981-02-15;--:--;    423.000
1981-02-16;--:--;    417.000
1981-02-17;--:--;    409.000
1981-02-18;--:--;    409.000
1981-02-19;--:--;    411.000
1981-02-20;--:--;    411.000
1981-02-21;--:--;    417.000
1981-02-22;--:--;    414.000
1981-02-23;--:--;    409.000
1981-02-24;--:--;    406.000
1981-02-25;--:--;    406.000
1981-02-26;--:--;    409.000
1981-02-27;--:--;    411.000
1981-02-28;--:--;    414.000
1981-03-01;--:--;    414.000
1981-03-02;--:--;    411.000
1981-03-03;--:--;    406.000
1981-03-04;--:--;    403.000
1981-03-05;--:--;    406.000
1981-03-06;--:--;    403.000
1981-03-07;--:--;    414.000
1981-03-08;--:--;    423.000
1981-03-09;--:--;    414.000
1981-03-10;--:--;    414.000
1981-03-11;--:--;    417.000
1981-03-12;--:--;    426.000
1981-03-13;--:--;    429.000
1981-03-14;--:--;    435.000
1981-03-15;--:--;    435.000
1981-03-16;--:--;    441.000
1981-03-17;--:--;    450.000
1981-03-18;--:--;    444.000
1981-03-19;--:--;    450.000
1981-03-20;--:--;    441.000
1981-03-21;--:--;    447.000
1981-03-22;--:--;    441.000
1981-03-23;--:--;    432.000
1981-03-24;--:--;    417.000
1981-03-25;--:--;    406.000
1981-03-26;--:--;    398.000
1981-03-27;--:--;    392.000
1981-03-28;--:--;    384.000
1981-03-29;--:--;    384.000
1981-03-30;--:--;    395.000
1981-03-31;--:--;    933.000
1981-04-01;--:--;   3230.000
1981-04-02;--:--;   5160.000
1981-04-03;--:--;   5730.000
1981-04-04;--:--;   3760.000
1981-04-05;--:--;   2480.000
1981-04-06;--:--;   2030.000
1981-04-07;--:--;   1700.000
1981-04-08;--:--;   1440.000
1981-04-09;--:--;   1260.000
1981-04-10;--:--;   1140.000
1981-04-11;--:--;   1060.000
1981-04-12;--:--;    982.000
1981-04-13;--:--;    963.000
1981-04-14;--:--;    982.000
1981-04-15;--:--;    858.000
1981-04-16;--:--;    844.000
1981-04-17;--:--;    802.000
1981-04-18;--:--;    766.000
1981-04-19;--:--;    745.000
1981-04-20;--:--;    708.000
1981-04-21;--:--;    729.000
1981-04-22;--:--;    745.000
1981-04-23;--:--;    693.000
1981-04-24;--:--;    651.000
1981-04-25;--:--;    685.000
1981-04-26;--:--;    745.000
1981-04-27;--:--;   1010.000
1981-04-28;--:--;   1270.000
1981-04-29;--:--;   1450.000
1981-04-30;--:--;   1120.000
1981-05-01;--:--;   1010.000
1981-05-02;--:--;    868.000
1981-05-03;--:--;    830.000
1981-05-04;--:--;   1060.000
1981-05-05;--:--;   1289.000
1981-05-06;--:--;   1075.000
1981-05-07;--:--;    977.000
1981-05-08;--:--;    877.000
1981-05-09;--:--;    784.000
1981-05-10;--:--;    766.000
1981-05-11;--:--;    784.000
1981-05-12;--:--;   2350.000
1981-05-13;--:--;   2640.000
1981-05-14;--:--;   1900.000
1981-05-15;--:--;   1620.000
1981-05-16;--:--;   1530.000
1981-05-17;--:--;   1420.000
1981-05-18;--:--;   1250.000
1981-05-19;--:--;   1150.000
1981-05-20;--:--;   1080.000
1981-05-21;--:--;   1060.000
1981-05-22;--:--;   1000.000
1981-05-23;--:--;   1050.000
1981-05-24;--:--;   1120.000
1981-05-25;--:--;   1040.000
1981-05-26;--:--;   1210.000
1981-05-27;--:--;   2980.000
1981-05-28;--:--;   3810.000
1981-05-29;--:--;   3120.000
1981-05-30;--:--;   2450.000
1981-05-31;--:--;   1780.000
1981-06-01;--:--;   1950.000
1981-06-02;--:--;   1790.000
1981-06-03;--:--;   1770.000
1981-06-04;--:--;   1760.000
1981-06-05;--:--;   1780.000
1981-06-06;--:--;   1690.000
1981-06-07;--:--;   1450.000
1981-06-08;--:--;   1360.000
1981-06-09;--:--;   1340.000
1981-06-10;--:--;   1270.000
1981-06-11;--:--;   1270.000
1981-06-12;--:--;   1260.000
1981-06-13;--:--;   1130.000
1981-06-14;--:--;   1070.000
1981-06-15;--:--;   1000.000
1981-06-16;--:--;    934.000
1981-06-17;--:--;    896.000
1981-06-18;--:--;    849.000
1981-06-19;--:--;    745.000
1981-06-20;--:--;    651.000
1981-06-21;--:--;    582.000
1981-06-22;--:--;    535.000
1981-06-23;--:--;    523.000
1981-06-24;--:--;    526.000
1981-06-25;--:--;    532.000
1981-06-26;--:--;    575.000
1981-06-27;--:--;    693.000
1981-06-28;--:--;    733.000
1981-06-29;--:--;    910.000
1981-06-30;--:--;   2640.000
1981-07-01;--:--;   1900.000
1981-07-02;--:--;   1480.000
1981-07-03;--:--;   1270.000
1981-07-04;--:--;   1390.000
1981-07-05;--:--;   1740.000
1981-07-06;--:--;   1480.000
1981-07-07;--:--;   1310.000
1981-07-08;--:--;   1190.000
1981-07-09;--:--;   1120.000
1981-07-10;--:--;   1070.000
1981-07-11;--:--;   1050.000
1981-07-12;--:--;   1050.000
1981-07-13;--:--;    982.000
1981-07-14;--:--;   1050.000
1981-07-15;--:--;   1150.000
1981-07-16;--:--;   1050.000
1981-07-17;--:--;    929.000
1981-07-18;--:--;    915.000
1981-07-19;--:--;   1340.000
1981-07-20;--:--;   1830.000
1981-07-21;--:--;   1530.000
1981-07-22;--:--;   1240.000
1981-07-23;--:--;   1090.000
1981-07-24;--:--;   1100.000
1981-07-25;--:--;   1640.000
1981-07-26;--:--;   1590.000
1981-07-27;--:--;   1390.000
1981-07-28;--:--;   1250.000
1981-07-29;--:--;   1130.000
1981-07-30;--:--;   1020.000
1981-07-31;--:--;    924.000
1981-08-01;--:--;    849.000
1981-08-02;--:--;    793.000
1981-08-03;--:--;    749.000
1981-08-04;--:--;    689.000
1981-08-05;--:--;    621.000
1981-08-06;--:--;    562.000
1981-08-07;--:--;    539.000
1981-08-08;--:--;    535.000
1981-08-09;--:--;    559.000
1981-08-10;--:--;    607.000
1981-08-11;--:--;    614.000
1981-08-12;--:--;   1270.000
1981-08-13;--:--;   1110.000
1981-08-14;--:--;    958.000
1981-08-15;--:--;    816.000
1981-08-16;--:--;    733.000
1981-08-17;--:--;    689.000
1981-08-18;--:--;    651.000
1981-08-19;--:--;    662.000
1981-08-20;--:--;    628.000
1981-08-21;--:--;    618.000
1981-08-22;--:--;    625.000
1981-08-23;--:--;    596.000
1981-08-24;--:--;    569.000
1981-08-25;--:--;    552.000
1981-08-26;--:--;    532.000
1981-08-27;--:--;    510.000
1981-08-28;--:--;    507.000
1981-08-29;--:--;    500.000
1981-08-30;--:--;    500.000
1981-08-31;--:--;    500.000
1981-09-01;--:--;    504.000
1981-09-02;--:--;    519.000
1981-09-03;--:--;    555.000
1981-09-04;--:--;    762.000
1981-09-05;--:--;   1070.000
1981-09-06;--:--;   1150.000
1981-09-07;--:--;    953.000
1981-09-08;--:--;    807.000
1981-09-09;--:--;    753.000
1981-09-10;--:--;    733.000
1981-09-11;--:--;    891.000
1981-09-12;--:--;   1120.000
1981-09-13;--:--;    934.000
1981-09-14;--:--;    802.000
1981-09-15;--:--;    770.000
1981-09-16;--:--;    741.000
1981-09-17;--:--;    720.000
1981-09-18;--:--;    697.000
1981-09-19;--:--;    681.000
1981-09-20;--:--;    685.000
1981-09-21;--:--;    689.000
1981-09-22;--:--;    669.000
1981-09-23;--:--;    654.000
1981-09-24;--:--;   2940.000
1981-09-25;--:--;   3100.000
1981-09-26;--:--;   3380.000
1981-09-27;--:--;   2950.000
1981-09-28;--:--;   4470.000
1981-09-29;--:--;   4580.000
1981-09-30;--:--;   4930.000
1981-10-01;--:--;   3260.000
1981-10-02;--:--;   2860.000
1981-10-03;--:--;   2900.000
1981-10-04;--:--;   2980.000
1981-10-05;--:--;   2440.000
1981-10-06;--:--;   1990.000
1981-10-07;--:--;   1790.000
1981-10-08;--:--;   1650.000
1981-10-09;--:--;   1520.000
1981-10-10;--:--;   1420.000
1981-10-11;--:--;   1340.000
1981-10-12;--:--;   1250.000
1981-10-13;--:--;   1210.000
1981-10-14;--:--;   1130.000
1981-10-15;--:--;   1060.000
1981-10-16;--:--;    997.000
1981-10-17;--:--;    968.000
1981-10-18;--:--;    905.000
1981-10-19;--:--;    910.000
1981-10-20;--:--;    816.000
1981-10-21;--:--;    766.000
1981-10-22;--:--;    788.000
1981-10-23;--:--;   1040.000
1981-10-24;--:--;   1130.000
1981-10-25;--:--;   1010.000
1981-10-26;--:--;    891.000
1981-10-27;--:--;   1000.000
1981-10-28;--:--;   1770.000
1981-10-29;--:--;   1360.000
1981-10-30;--:--;   1150.000
1981-10-31;--:--;   1060.000
1981-11-01;--:--;    972.000
1981-11-02;--:--;    882.000
1981-11-03;--:--;    779.000
1981-11-04;--:--;    770.000
1981-11-05;--:--;    757.000
1981-11-06;--:--;    745.000
1981-11-07;--:--;    737.000
1981-11-08;--:--;    720.000
1981-11-09;--:--;    704.000
1981-11-10;--:--;    689.000
1981-11-11;--:--;    651.000
1981-11-12;--:--;    625.000
1981-11-13;--:--;    625.000
1981-11-14;--:--;    610.000
1981-11-15;--:--;    600.000
1981-11-16;--:--;    593.000
1981-11-17;--:--;    586.000
1981-11-18;--:--;    586.000
1981-11-19;--:--;    586.000
1981-11-20;--:--;    579.000
1981-11-21;--:--;    575.000
1981-11-22;--:--;    572.000
1981-11-23;--:--;    562.000
1981-11-24;--:--;    552.000
1981-11-25;--:--;    555.000
1981-11-26;--:--;    562.000
1981-11-27;--:--;    555.000
1981-11-28;--:--;    552.000
1981-11-29;--:--;    549.000
1981-11-30;--:--;    545.000
1981-12-01;--:--;    539.000
1981-12-02;--:--;    545.000
1981-12-03;--:--;    552.000
1981-12-04;--:--;    545.000
1981-12-05;--:--;    545.000
1981-12-06;--:--;    539.000
1981-12-07;--:--;    535.000
1981-12-08;--:--;    529.000
1981-12-09;--:--;    526.000
1981-12-10;--:--;    532.000
1981-12-11;--:--;    539.000
1981-12-12;--:--;    539.000
1981-12-13;--:--;    529.000
1981-12-14;--:--;    526.000
1981-12-15;--:--;    519.000
1981-12-16;--:--;    529.000
1981-12-17;--:--;    526.000
1981-12-18;--:--;    545.000
1981-12-19;--:--;    685.000
1981-12-20;--:--;    673.000
1981-12-21;--:--;    589.000
1981-12-22;--:--;    575.000
1981-12-23;--:--;    586.000
1981-12-24;--:--;    575.000
1981-12-25;--:--;    559.000
1981-12-26;--:--;    542.000
1981-12-27;--:--;    526.000
1981-12-28;--:--;    516.000
1981-12-29;--:--;    542.000
1981-12-30;--:--;    603.000
1981-12-31;--:--;    863.000
1982-01-01;--:--;   1110.000
1982-01-02;--:--;   1060.000
1982-01-03;--:--;    844.000
1982-01-04;--:--;    724.000
1982-01-05;--:--;    766.000
1982-01-06;--:--;    798.000
1982-01-07;--:--;    798.000
1982-01-08;--:--;    788.000
1982-01-09;--:--;    741.000
1982-01-10;--:--;    689.000
1982-01-11;--:--;    651.000
1982-01-12;--:--;    643.000
1982-01-13;--:--;    643.000
1982-01-14;--:--;    651.000
1982-01-15;--:--;    643.000
1982-01-16;--:--;    643.000
1982-01-17;--:--;    643.000
1982-01-18;--:--;    628.000
1982-01-19;--:--;    618.000
1982-01-20;--:--;    614.000
1982-01-21;--:--;    614.000
1982-01-22;--:--;    607.000
1982-01-23;--:--;    600.000
1982-01-24;--:--;    593.000
1982-01-25;--:--;    579.000
1982-01-26;--:--;    575.000
1982-01-27;--:--;    575.000
1982-01-28;--:--;    582.000
1982-01-29;--:--;    589.000
1982-01-30;--:--;    582.000
1982-01-31;--:--;    582.000
1982-02-01;--:--;    572.000
1982-02-02;--:--;    572.000
1982-02-03;--:--;    575.000
1982-02-04;--:--;    579.000
1982-02-05;--:--;    575.000
1982-02-06;--:--;    575.000
1982-02-07;--:--;    569.000
1982-02-08;--:--;    555.000
1982-02-09;--:--;    549.000
1982-02-10;--:--;    549.000
1982-02-11;--:--;    555.000
1982-02-12;--:--;    552.000
1982-02-13;--:--;    559.000
1982-02-14;--:--;    552.000
1982-02-15;--:--;    552.000
1982-02-16;--:--;    589.000
1982-02-17;--:--;    639.000
1982-02-18;--:--;   1020.000
1982-02-19;--:--;   1230.000
1982-02-20;--:--;   1050.000
1982-02-21;--:--;    908.000
1982-02-22;--:--;    822.000
1982-02-23;--:--;    775.000
1982-02-24;--:--;    742.000
1982-02-25;--:--;    723.000
1982-02-26;--:--;    695.000
1982-02-27;--:--;    677.000
1982-02-28;--:--;    654.000
1982-03-01;--:--;    621.000
1982-03-02;--:--;    608.000
1982-03-03;--:--;    626.000
1982-03-04;--:--;    621.000
1982-03-05;--:--;    723.000
1982-03-06;--:--;   1060.000
1982-03-07;--:--;    918.000
1982-03-08;--:--;    836.000
1982-03-09;--:--;    813.000
1982-03-10;--:--;    742.000
1982-03-11;--:--;    728.000
1982-03-12;--:--;    737.000
1982-03-13;--:--;    719.000
1982-03-14;--:--;    681.000
1982-03-15;--:--;    640.000
1982-03-16;--:--;    603.000
1982-03-17;--:--;    599.000
1982-03-18;--:--;    654.000
1982-03-19;--:--;    798.000
1982-03-20;--:--;    751.000
1982-03-21;--:--;    714.000
1982-03-22;--:--;    672.000
1982-03-23;--:--;    635.000
1982-03-24;--:--;    617.000
1982-03-25;--:--;    608.000
1982-03-26;--:--;    603.000
1982-03-27;--:--;    599.000
1982-03-28;--:--;    572.000
1982-03-29;--:--;    558.000
1982-03-30;--:--;    558.000
1982-03-31;--:--;    548.000
1982-04-01;--:--;    553.000
1982-04-02;--:--;    576.000
1982-04-03;--:--;    567.000
1982-04-04;--:--;    558.000
1982-04-05;--:--;    523.000
1982-04-06;--:--;    508.000
1982-04-07;--:--;    486.000
1982-04-08;--:--;    492.000
1982-04-09;--:--;    492.000
1982-04-10;--:--;    497.000
1982-04-11;--:--;    486.000
